name,pro,address,year,taoshu,price
锦源小区,雨花小区,(雨花树木岭)劳动东路32号,2000年建成 ,2,8514
中天佳园,雨花小区,(雨花汽车南站)中意一路834号,2003年建成 ,3,8518
都城康欣园,雨花小区,(雨花高桥) 朝晖路都城康欣园,暂无信息 ,2,8537
阿弥岭2片,雨花小区,(雨花桂花村)车站南路565号,1979年建成 ,5,8537
市政公司宿舍,雨花小区,(雨花东塘)劳动东路177号,2001年建成 ,2,8538
湘府名邸,雨花小区,(雨花德思勤)万芙北路439号,2008年建成 ,3,8546
古潭家园,雨花小区,(雨花万家丽南路)万家丽南路一段39号,暂无信息 ,0,8569
白沙湾嘉园,雨花小区,(雨花武广新城)曲塘路735号,暂无信息 ,8,8577
金昌花园,雨花小区,(雨花赤岗冲)曙光南路红花坡路135号,2004年建成 ,0,8590
德庆水韵山城,雨花小区,(雨花汽车南站)桃花塅路58号,2011年建成 ,11,8596
万代公寓,雨花小区,(雨花赤岗冲)红花坡路13号,1996年建成 ,0,8602
方正证券,雨花小区,(雨花雨花亭)新建西路1号,2009年建成 ,0,8641
华铁佳苑,雨花小区,(雨花铁道学院)友谊路176号,暂无信息 ,0,8646
山水熙园,雨花小区,(雨花喜盈门)湘府东路168号,暂无信息 ,4,8649
梨子山小区,雨花小区,(雨花雨花亭)曙光南路184号,1991年建成 ,0,8653
德馨园,雨花小区,(雨花韶山南路)香樟路460号,2006年建成 ,19,8658
鑫兴佳园,雨花小区,(雨花树木岭)树木岭路115号,2007年建成 ,2,8660
华天望族苑,雨花小区,(雨花左家塘)营山巷52号,2002年建成 ,2,8663
桂花社区,雨花小区,"(雨花桂花村)军培巷38号, 左家塘街道",1992年建成 ,4,8663
华达家园,雨花小区,(雨花赤岗冲)桂花路298号,2002年建成 ,1,8682
龙吉湾小区,雨花小区,(雨花树木岭)自然岭路241号,2007年建成 ,14,8691
电视机厂北苑小区,雨花小区,(雨花铁道学院)友谊路153号,暂无信息 ,1,8692
金盆公寓,雨花小区,(雨花雨花亭)芙蓉中路三段437号涂家冲,暂无信息 ,2,8694
山水庭院东区,雨花小区,(雨花喜盈门)井湾路618号,2007年建成 ,7,8699
狮子山二片小区,雨花小区,(雨花赤岗冲)桂花路396号,2004年建成 ,9,8704
石长华天宿舍,雨花小区,(雨花赤岗冲)桂花路356号,2006年建成 ,3,8718
远大小区,雨花小区,(雨花韶山南路)南二环441号,暂无信息 ,0,8731
世纪桃花苑之苹果印象,雨花小区,(雨花汽车南站)万家丽南路一段98号,2014年建成 ,5,8731
东方名都百草园,雨花小区,(雨花井湾子)井湾子井圭路9号,2006年建成 ,5,8736
财富时代,雨花小区,(雨花左家塘)东二环一段449号,1998年建成 ,3,8738
湖工家园,雨花小区,(雨花赤岗冲)赤岗岭茶园坡路,暂无信息 ,2,8747
长沙锻压机床厂,雨花小区,(雨花赤岗冲)劳动路与曙光路交汇处,暂无信息 ,1,8756
紫薇嘉园,雨花小区,(雨花高桥)西子街68号,2007年建成 ,1,8779
中南家园,雨花小区,(雨花武广新城)体院路006号,1984年建成 ,6,8781
长监宿舍,雨花小区,(雨花左家塘)曙光路中级人民检察院后,暂无信息 ,4,8786
计生委马王堆南宿舍,雨花小区,(雨花高桥)马王堆南路80号,暂无信息 ,0,8796
天湘華庭,雨花小区,(雨花武广新城)沙湾路8号,暂无信息 ,2,8831
质量监督局宿舍,雨花小区,(雨花雨花亭)新建西路质量监督局单位,暂无信息 ,3,8844
华银天际二期B区,雨花小区,(雨花万家丽南路)万家丽路华银天际二期B区,2013年建成 ,0,8854
湖南省测绘地理信息局大院,雨花小区,(雨花雨花亭)韶山中路693号,1985年建成 ,0,8859
上河国际A区,雨花小区,(雨花高桥)万家丽中路一段358号,2007年建成 ,19,8860
电力宾馆宿舍,雨花小区,(雨花左家塘)韶山北路曹家坡巷34号,1995年建成 ,0,8873
桔园小区2片（无效楼盘）,雨花小区,(雨花雨花亭)湘银巷桔园小区2片,暂无信息 ,0,8882
山水霖城,雨花小区,(雨花汽车南站)雨花区植物园路111号森林植物园内,暂无信息 ,0,8894
火焰新村,雨花小区,(雨花高桥)朝晖路东二环,暂无信息 ,0,8913
长电宿舍,雨花小区,(雨花雨花亭)曙光南路与新建东路交汇处,1991年建成 ,3,8920
南颐园,雨花小区,(雨花汽车南站)时代阳光大道149号,暂无信息 ,1,8923
香樟鑫都,雨花小区,(雨花喜盈门)圭塘路264号,2014年建成 ,3,8924
泰时花园,雨花小区,(雨花赤岗冲)曙光中路525号,2004年建成 ,1,8931
红花坡社区,雨花小区,(雨花赤岗冲)红花坡路235号,1995年建成 ,2,8945
弘欣公寓,雨花小区,(雨花汽车南站)雨花区万芙南路180号,暂无信息 ,6,8951
都市家园,雨花小区,(雨花雨花亭)韶山中路625号,2006年建成 ,3,8976
亚商国际,雨花小区,(雨花湘府路)中意一路66号,2011年建成 ,17,8985
阿弥岭033号,雨花小区,(雨花桂花村)阿弥岭033号,暂无信息 ,1,9011
水映青山园,雨花小区,(雨花喜盈门)雨花区湘府东路省植物园附近通程商业广场,暂无信息 ,0,9019
今利园,雨花小区,(雨花雨花亭)劳动东路550号,2004年建成 ,3,9020
省烟草局宿舍,雨花小区,(雨花左家塘)曹家坡巷烟草局宿舍,2000年建成 ,1,9023
腾达家园,雨花小区,(雨花尚东)万家丽中路一段227号,2007年建成 ,0,9028
左岸右岸,雨花小区,(雨花高桥)人民东路162号,2009年建成 ,16,9035
新星小区,雨花小区,(雨花树木岭)劳动东路163号,2002年建成 ,12,9045
国立小区,雨花小区,(雨花窑岭)城南东路291号,1982年建成 ,2,9054
中建桂苑金桂苑,雨花小区,(雨花韶山南路)井湾路485号,2006年建成 ,3,9055
床单厂宿舍,雨花小区,(雨花赤岗冲)桂花公园158号,2006年建成 ,5,9080
电位器厂小区,雨花小区,(雨花铁道学院)友谊路23号,暂无信息 ,1,9089
金信阳光在线,雨花小区,(雨花井湾子)井湾子路369号,2007年建成 ,7,9104
同升湖山庄,雨花小区,"(雨花跳马)庵坡同升湖山庄, 同升路1号",暂无信息 ,6,9114
泰禹家园2期,雨花小区,(雨花万家丽南路)香月路泰禹家园2期,暂无信息 ,1,9119
中江丽晶苑,雨花小区,(雨花雨花亭)中江丽晶苑,暂无信息 ,0,9167
东方公寓,雨花小区,(雨花桂花村)港岛路165号,2005年建成 ,1,9177
雅塘村小区,雨花小区,(雨花韶山南路)南二环线一段179号,1991年建成 ,0,9187
骆家坝小区,雨花小区,(雨花左家塘)东二环一段457号,2000年建成 ,1,9189
南苑小区,雨花小区,(雨花喜盈门)万家丽中路76号,2004年建成 ,1,9203
高升金典,雨花小区,(雨花德思勤)湘府中路117号,暂无信息 ,6,9204
2076至高点,雨花小区,(雨花左家塘)曙光中路271号,2008年建成 ,14,9207
旺坤家园,雨花小区,(雨花德思勤)杉木冲东路268号,2013年建成 ,5,9223
湘核佳苑,雨花小区,(雨花武广新城)体院路16号,2011年建成 ,2,9233
华菱新城地标,雨花小区,(雨花武广新)劳动东路208号,暂无信息 ,3,9286
金蕾苑,雨花小区,(雨花桂花村)王公塘颐美园南门旁边,暂无信息 ,0,9287
上河国际F区,雨花小区,(雨花高桥)绿城路与西子街上河国际F区,2007年建成 ,15,9297
城宇大厦,雨花小区,(雨花赤岗冲)劳动中路523号,暂无信息 ,3,9307
融橙上品,雨花小区,(雨花雨花亭)韶山中路814号,2009年建成 ,5,9327
湘水一城,雨花小区,(雨花韶山南路)韶山南路1号,2010年建成 ,6,9331
中远公馆,雨花小区,(雨花雨花亭)芙蓉中路3段509号,2006年建成 ,2,9337
营山佳园,雨花小区,(雨花左家塘)曙光中路232号,1986年建成 ,3,9345
牛婆塘社区,雨花小区,(雨花雨花亭)雨花路24号,2000年建成 ,2,9346
香樟景苑,雨花小区,(雨花喜盈门)香樟路北冲水库旁85号,2009年建成 ,1,9368
长鑫美树园,雨花小区,(雨花桂花村)港岛路128号,2004年建成 ,1,9379
博雅公寓,雨花小区,(雨花武广新城)圭塘街道体院路230号,暂无信息 ,4,9391
省生物药厂宿舍,雨花小区,(雨花左家塘)桂花西路46号,2000年建成 ,2,9418
上民航宿舍,雨花小区,(雨花左家塘)桂花路267号,2001年建成 ,2,9423
汇城上筑,雨花小区,(雨花韶山南路)雅塘路258号,2010年建成 ,4,9423
桔园经典,雨花小区,(雨花雨花亭)新塘村巷76号,2007年建成 ,1,9434
鸿园小区,雨花小区,(雨花东塘)城南中路49号,2000年建成 ,2,9444
美村青山里,雨花小区,(雨花万家丽南路)时代阳光大道489号,暂无信息 ,0,9449
新点苑,雨花小区,"(雨花韶山南路)井奎路80号, 香樟树394",2002年建成 ,1,9454
金石雅苑,雨花小区,(雨花武广新)万家丽中路168号,2012年建成 ,0,9465
人民印刷厂宿舍,雨花小区,"(雨花赤岗冲)赤新路39号, 官塘冲巷39号",暂无信息 ,0,9487
上河国际B区,雨花小区,(雨花高桥)万家丽中路一段358号,2007年建成 ,8,9491
地税五分局,雨花小区,(雨花左家塘)韶山中路495号,2003年建成 ,3,9492
长探家园,雨花小区,(雨花左家塘)曙光中路347号,2008年建成 ,5,9507
红花坡官南,雨花小区,(雨花赤岗冲)桂花路298号,2009年建成 ,0,9515
恒丰佳星园,雨花小区,(雨花左家塘)曙光中路232号,2006年建成 ,2,9547
汇达大厦,雨花小区,(雨花高桥)马王堆南路259号,2012年建成 ,7,9556
吉联公寓,雨花小区,(雨花武广新城)沙湾路89号,暂无信息 ,6,9589
中天瑞景,雨花小区,(雨花汽车南站)万家丽路228号,暂无信息 ,5,9594
湘水和天下,雨花小区,(雨花韶山南路)韶山南路1号,2008年建成 ,10,9620
曙光大邸,雨花小区,(雨花左家塘)曙光中路248号,2006年建成 ,15,9628
电信宿舍（红花坡）,雨花小区,(雨花赤岗冲)红花坡路125号,暂无信息 ,0,9643
香颂国际,雨花小区,(雨花韶山南路)韶山南路259号,2009年建成 ,12,9651
森林城,雨花小区,(雨花万家丽南路)湘府路口华美达酒店一楼（湘府东路站附近）,2015年建成 ,0,9680
新紫薇鑫园,雨花小区,(雨花高桥)怡园街161号,2009年建成 ,6,9687
金领家族,雨花小区,(雨花井湾子)中意一路1号,2010年建成 ,15,9696
锦湘国际星城一期,雨花小区,(雨花尚东)朝晖路499号,2005年建成 ,7,9729
阳光小镇,雨花小区,(雨花雨花亭)韶山中路558号,2004年建成 ,1,9729
香雨壹品,雨花小区,(雨花武广新城)雨花区香樟东路237号附近,暂无信息 ,3,9732
湘樟家园,雨花小区,(雨花韶山南路)香樟路168号,2008年建成 ,8,9754
杨铭园,雨花小区,(雨花赤岗冲)红花坡12号,2000年建成 ,4,9759
金房万树丹堤,雨花小区,(雨花喜盈门)香樟路778号,2011年建成 ,20,9776
仁和雨花家园,雨花小区,(雨花武广新城)玉竹路60号,2004年建成 ,1,9781
华银天际,雨花小区,(雨花万家丽南路)万家丽路与湘府东路交汇处,2013年建成 ,5,9812
森林公园壹号,雨花小区,"(雨花汽车南站)湘府东路二段35号, 瓦窑路39",2011年建成 ,9,9813
QQ生活馆,雨花小区,(雨花左家塘)曙光中路56号,2006年建成 ,7,9890
华银园,雨花小区,(雨花雨花亭)韶山中路746号,2006年建成 ,18,9914
紫金苑,雨花小区,(雨花窑岭)韶山北路298号,2007年建成 ,6,9918
新华园,雨花小区,(雨花赤岗冲)茶园坡路76号,2001年建成 ,1,9939
恒达时代花园,雨花小区,(雨花东塘)曙光中路368号,1999年建成 ,4,9942
莲湖花苑（无效楼盘）,雨花小区,(雨花井湾子)湘府东路330号,2007年建成 ,0,9958
天剑华城,雨花小区,(雨花井湾子)中意一路103号,2007年建成 ,3,9966
长城非常生活,雨花小区,(雨花雨花亭)新建西路37号,2009年建成 ,2,9970
中建桂苑银桂苑,雨花小区,(雨花韶山南路)井湾路485号,2006年建成 ,5,9990
水岸天际,雨花小区,(雨花喜盈门)湘府东路108号,2011年建成 ,16,10001
宏轩花苑,雨花小区,(雨花雨花亭)新建东路102号,2001年建成 ,1,10025
泰禹家园3期,雨花小区,(雨花万家丽南路)长塘路46号,2005年建成 ,3,10033
龙瑞尚苑,雨花小区,(雨花树木岭)自然岭路241号,2012年建成 ,4,10042
丽发新城,雨花小区,(雨花跳马)韶山南路与万家丽路交汇处,2013年建成 ,2,10068
牛角塘小区,雨花小区,(雨花东塘)桂花西路39号,2003年建成 ,1,10068
鼎丰前城,雨花小区,(雨花井湾子)中意一路267号,2010年建成 ,1,10070
西子一间,雨花小区,(雨花高桥)马王堆南路79号,2011年建成 ,27,10083
武警宿舍,雨花小区,(雨花桂花村)桂花路75号,1997年建成 ,1,10085
紫薇苑,雨花小区,(雨花树木岭)园丁路38号,2000年建成 ,2,10126
汇富中心,雨花小区,(雨花窑岭)韶山北路254号,暂无信息 ,3,10158
福乐名园,雨花小区,(雨花左家塘)韶山北路449号,2001年建成 ,2,10180
电视机厂南苑小区,雨花小区,(雨花铁道学院)友谊路153号,2001年建成 ,0,10207
昌胜七里香榭,雨花小区,(雨花汽车南站)韶山南路汇金路269号,2013年建成 ,0,10213
卷烟厂宿舍,雨花小区,"(雨花雨花亭)劳动中路426号, 曙光南路90号",暂无信息 ,2,10248
自由.com,雨花小区,(雨花窑岭)左家塘长岭上8号,2006年建成 ,6,10274
都市馨园,雨花小区,(雨花树木岭)圭塘路25号,2006年建成 ,8,10277
省百纺大院,雨花小区,(雨花左家塘)韶山北路365,1998年建成 ,2,10282
湖南省环保所,雨花小区,(雨花左家塘)城南东路117号,暂无信息 ,0,10299
美寓明城,雨花小区,(雨花雨花亭)新建西路219号,2005年建成 ,5,10312
天凯东苑,雨花小区,(雨花树木岭)自然岭路258号,2004年建成 ,4,10322
佳兆业水岸新都,雨花小区,(雨花跳马)石燕湖路佳兆业水岸新都,暂无信息 ,17,10351
鑫源公寓,雨花小区,(雨花湘府路)中意一路443号,暂无信息 ,0,10354
官塘公寓,雨花小区,(雨花赤岗冲)官塘冲巷46号,2006年建成 ,2,10371
天济山庄,雨花小区,(雨花汽车南站)湘府东路199号,暂无信息 ,3,10376
金地华园,雨花小区,(雨花雨花亭)金地巷68号,2005年建成 ,3,10378
兴隆景苑,雨花小区,(雨花德思勤)卉园路兴隆景苑,暂无信息 ,0,10387
颐和佳园,雨花小区,(雨花汽车南站)金海路颐和佳园,暂无信息 ,3,10388
朝阳银座,雨花小区,(雨花桂花村)人民路9号,2005年建成 ,2,10393
云鼎公馆,雨花小区,(雨花雨花亭)韶山中路526号,2012年建成 ,17,10398
电信小区,雨花小区,(雨花左家塘)韶山北路423号,2001年建成 ,4,10436
天赐良园,雨花小区,(雨花武广新城)木莲东路59号,2010年建成 ,2,10484
中国人民保险大厦,雨花小区,(雨花左家塘)城南东路289号,2002年建成 ,1,10504
名都花园,雨花小区,(雨花赤岗冲)曙光中路537-539号,2007年建成 ,12,10505
金科园,雨花小区,(雨花东塘)劳动中路60号,2007年建成 ,2,10505
喜盈门范城,雨花小区,(雨花喜盈门)万家丽中路三段36号,2011年建成 ,24,10512
嘉福长安郡,雨花小区,(雨花德思勤)万芙北路539号,2012年建成 ,0,10515
华盛世纪新城,雨花小区,(雨花喜盈门)湘府东路二段308号,2007年建成 ,32,10528
书香名邸,雨花小区,(雨花左家塘)车站南路471号,2006年建成 ,10,10539
天下一家,雨花小区,(雨花高桥)东二环一段768号,2015年建成 ,0,10554
华欣公寓,雨花小区,(雨花韶山南路)雨花区井湾子井圭路80号,暂无信息 ,2,10583
中天瑞景北区,雨花小区,(雨花汽车南站)双塘路中天瑞景北区,暂无信息 ,4,10593
凯姆国际,雨花小区,(雨花铁道学院)友谊路35号,2011年建成 ,0,10604
三重星都心,雨花小区,(雨花雨花亭)黄土岭路段368号,2010年建成 ,13,10611
红星嘉和苑,雨花小区,(雨花汽车南站)时代阳光大道西,暂无信息 ,0,10622
名都凯旋城,雨花小区,(雨花赤岗冲)红花坡路139号,2007年建成 ,4,10627
凯轩云顶,雨花小区,(雨花赤岗冲)桂花路322号,2011年建成 ,14,10633
高桥国际,雨花小区,(雨花高桥)长沙大道278号,1996年建成 ,8,10696
旺景园,雨花小区,(雨花喜盈门)井湾路与洞井路交汇处东北角（洞井路口以西）,2013年建成 ,1,10746
新盛珑璟台,雨花小区,(雨花喜盈门)洞井中路108号,2011年建成 ,2,10748
新芙蓉之都佳苑,雨花小区,(雨花雨花亭)芙蓉中路三段489号,2008年建成 ,12,10752
万科金色家园,雨花小区,(雨花韶山南路)韶山南路13号,2007年建成 ,10,10765
海华花园,雨花小区,(雨花东塘)劳动东路157号,1994年建成 ,1,10783
红星国际,雨花小区,(雨花汽车南站)中意一路605号,暂无信息 ,5,10794
瑞都华庭,雨花小区,(雨花韶山南路)香樟路111号,2010年建成 ,6,10796
香巴圣地,雨花小区,(雨花左家塘)赤新路52号,2006年建成 ,2,10802
岳泰理想城,雨花小区,(雨花德思勤)湘府中路79号,2013年建成 ,4,10806
工贸大厦,雨花小区,(雨花树木岭)航空路工贸大厦,暂无信息 ,0,10807
尚东紫郡,雨花小区,(雨花高桥)怡园街135号,2009年建成 ,6,10819
轻工建设公司,雨花小区,(雨花赤岗冲)赤岗北路14号,暂无信息 ,0,10832
康斯丹郡,雨花小区,(雨花德思勤)时代阳光大道西369号,2012年建成 ,3,10865
鸿景苑,雨花小区,(雨花桂花村)城南东路112号,1989年建成 ,2,10874
万象美域,雨花小区,(雨花井湾子)洞井中路219号,2014年建成 ,0,10882
城南郡,雨花小区,(雨花左家塘)城南东路141号,2006年建成 ,6,10910
长房南屏锦源,雨花小区,(雨花万家丽南路)湘府东路与白沙湾路交汇处,2013年建成 ,7,10926
湘天贡院3期,雨花小区,(雨花德思勤)万芙北路589号,暂无信息 ,0,10932
东方新世界,雨花小区,(雨花左家塘)曙光中路248号,2005年建成 ,19,10971
