name,pro,address,year,taoshu,price
怡海星城,天心小区,(天心暮云)高云路6号,2013年建成 ,16,8636
新富城,天心小区,(天心五一广场)新富城,暂无信息 ,1,8698
翡翠林居,天心小区,(天心金盆岭)新开铺路174号,2003年建成 ,6,8758
金苑小区,天心小区,(天心黄土岭)芙蓉中路三段438号,2000年建成 ,4,8789
景荣华苑,天心小区,(天心德思勤)刘家冲路景荣华苑,1996年建成 ,0,8817
梅岭村,天心小区,(天心铁道学院)韶山南路68号,2005年建成 ,6,8828
剑桥名门,天心小区,(天心铁道学院)竹塘西路228号,2008年建成 ,0,8892
香溢豪庭,天心小区,(天心铁道学院)青园路338号,2005年建成 ,0,8914
克拉美丽山庄,天心小区,"(天心新开铺)新开铺路423号, 友谊路958号",2011年建成 ,0,8966
中信城市广场雅居,天心小区,(天心暮云)中意二路168号,暂无信息 ,3,8997
中信文化广场雅居,天心小区,(天心暮云)中意一路168号,暂无信息 ,12,8998
兴泰公寓,天心小区,(天心省政府)湘府西路98号,暂无信息 ,1,9001
乾城江来,天心小区,(天心黄土岭)殷家冲路乾城江来,暂无信息 ,0,9031
华菱蓝调国际,天心小区,(天心金盆岭)芙蓉南路1号,2007年建成 ,4,9042
生活艺术城,天心小区,(天心德思勤)芙蓉南路103号,2007年建成 ,15,9140
万事佳景园,天心小区,(天心金盆岭)书院南路196号,暂无信息 ,4,9143
新悦家园,天心小区,(天心新开铺)莲花山巷82号,2013年建成 ,2,9153
涂新小区,天心小区,(天心黄土岭)赤黄路35号,暂无信息 ,4,9181
城市之心,天心小区,(天心东塘)芙蓉中路144号,暂无信息 ,1,9189
金秋小区,天心小区,(天心新开铺)芙蓉南路368号,2003年建成 ,0,9277
升远君尚嘉筑,天心小区,(天心德思勤)刘家冲路126号,2009年建成 ,17,9291
韶峰星苑,天心小区,(天心暮云)芙蓉南路三段178号,暂无信息 ,1,9311
都市春天,天心小区,(天心黄土岭)黄土岭路2号,暂无信息 ,0,9355
乾城,天心小区,(天心黄土岭)书院路与赤岭路交汇处西北角,2013年建成 ,9,9393
格兰小镇,天心小区,(天心暮云)万家丽南路格兰小镇,暂无信息 ,1,9428
金碧文华,天心小区,"(天心黄土岭)赤岭路348号, 赤岭路318号",暂无信息 ,15,9433
景泰雅苑,天心小区,(天心书院路)书院路北段777号,暂无信息 ,0,9451
加加大商业街,天心小区,(天心铁道学院)韶山南路156号,2008年建成 ,10,9507
长城华都,天心小区,(天心新开铺)芙蓉南路一段818号,2010年建成 ,7,9524
建鸿达现代空间,天心小区,(天心金盆岭)芙蓉中路三段522号,暂无信息 ,4,9567
鑫远杰座,天心小区,(天心新开铺)芙蓉南路828号,暂无信息 ,23,9640
友谊嘉园,天心小区,(天心铁道学院)友谊路376号,暂无信息 ,0,9693
金房奥斯卡,天心小区,(天心暮云)芙蓉南路二段金房奥斯卡,暂无信息 ,0,9741
富兴嘉城,天心小区,(天心铁道学院)新韶东路356号,2008年建成 ,0,9763
景江东方大厦,天心小区,(天心五一广场)长沙五一大道689号,暂无信息 ,1,9923
柠檬丽都,天心小区,(天心新开铺)芙蓉南路一段418号,2005年建成 ,16,10016
鑫远和城,天心小区,(天心暮云)天心区芙蓉南路与披塘路交汇处西南角（友阿奥特莱斯斜对面）,2014年建成 ,0,10020
山水嘉园,天心小区,(天心暮云)大托镇先锋村新谷路368号,暂无信息 ,6,10059
和庄,天心小区,(天心新开铺)韶山南路763号,2008年建成 ,21,10087
兴威帕克水岸,天心小区,(天心金盆岭)书院南路南二环二段306号,2012年建成 ,7,10093
华悦阁,天心小区,(天心南郊公园)书院南路189号,暂无信息 ,1,10119
添景阁,天心小区,(天心五一广场)蔡锷南路11号,暂无信息 ,2,10143
南国新城,天心小区,(天心南郊公园)书院南路115号,2007年建成 ,5,10145
兴威名城,天心小区,(天心黄土岭)芙蓉中路三段418号,2005年建成 ,5,10151
上庭苑,天心小区,(天心省政府)新韶西路29号,暂无信息 ,3,10190
万芙锦城,天心小区,(天心铁道学院)友谊路268号,2013年建成 ,2,10194
白沙世纪园东区,天心小区,(天心德思勤)刘家冲中路6号,2007年建成 ,1,10248
华盛家园,天心小区,(天心金盆岭)芙蓉南路59号,2002年建成 ,4,10293
申奥美域,天心小区,(天心新开铺)新姚北路398号,2007年建成 ,7,10310
雍晟时代公馆,天心小区,(天心铁道学院)木莲西路168号,暂无信息 ,4,10331
永宏佳园,天心小区,(天心书院路)天剑社区南湖路44号,暂无信息 ,2,10331
湘中海星之都,天心小区,(天心新开铺)芙蓉南路一段158号,2005年建成 ,5,10335
鑫远御文台,天心小区,(天心新开铺)新韶西路288号,2014年建成 ,0,10373
保利花园三期,天心小区,(天心省政府)湘府西路229号,2010年建成 ,40,10386
长城雅苑,天心小区,(天心新开铺)友谊路560号,2013年建成 ,18,10415
华新花苑,天心小区,(天心南郊公园)新开铺路213号,2006年建成 ,7,10439
富景园,天心小区,(天心德思勤)时代阳光大道西99号,2006年建成 ,9,10468
保利花园东苑,天心小区,(天心省政府)湘府西路229号,2010年建成 ,8,10471
锦绣中环,天心小区,(天心五一广场)五一大道635号,暂无信息 ,1,10562
橘郡礼顿山,天心小区,(天心暮云)高云路橘郡礼顿山,2015年建成 ,0,10579
南国嘉苑,天心小区,(天心新开铺)芙蓉南路1号,2007年建成 ,1,10586
标志浪漫满屋,天心小区,(天心新开铺)新姚北路208号,2008年建成 ,8,10593
长盛岚庭,天心小区,(天心新开铺)竹塘西路108号,2010年建成 ,7,10697
文景领秀,天心小区,(天心新开铺)友谊西路779号,2014年建成 ,0,10766
泊富骊庭,天心小区,(天心铁道学院)韶山南路258号,2011年建成 ,1,10926
雅林园,天心小区,(天心铁道学院)韶山南路498号,2009年建成 ,0,11012
白沙世纪佳园西区,天心小区,(天心德思勤)园艺路15号,2005年建成 ,2,11021
BOBO天下城,天心小区,(天心新开铺)芙蓉南路一段368号,暂无信息 ,6,11041
兰亭玥岛,天心小区,(天心新开铺)新柠路2号,暂无信息 ,0,11041
科院佳园,天心小区,(天心新开铺)新姚北路166,暂无信息 ,2,11048
华天苑,天心小区,(天心省政府)新姚南路200号,暂无信息 ,0,11080
天城泰祥苑,天心小区,(天心湘府路)湘府中路226号,2006年建成 ,6,11083
天城湖光山色,天心小区,(天心省政府)新韶西路229号,2008年建成 ,3,11100
湘中海上林国际,天心小区,(天心铁道学院)芙蓉南路一段481号,暂无信息 ,1,11121
湘府东苑,天心小区,(天心湘府路)刘家冲298号,2007年建成 ,14,11127
保利花园二期,天心小区,(天心省政府)湘府西路229号,2010年建成 ,3,11146
白沙家园欣苑,天心小区,(天心黄土岭)南湖路117号,暂无信息 ,0,11180
湘江锦绣,天心小区,(天心南郊公园)书院南路,暂无信息 ,3,11195
明媚星城,天心小区,(天心书院路)雨花仰天湖新村1号,2005年建成 ,2,11220
