name,pro,address,year,taoshu,price
华润橡树湾二期,岳麓小区,(岳麓含浦)联丰路109号,2014年建成 ,0,9065
潇湘奥林匹克花园,岳麓小区,(岳麓麓谷西)岳麓西大道660号,2014年建成 ,2,9065
阳光100国际新城,岳麓小区,(岳麓阳光100)南二环518号,2009年建成 ,14,9073
阳明山庄,岳麓小区,(岳麓麓谷东)枫林三路228号,2000年建成 ,8,9094
湘卫花苑,岳麓小区,(岳麓河西步步高)银双路406号,1999年建成 ,4,9102
望月湖小区五片区,岳麓小区,(岳麓溁湾镇)月宫街37号,1988年建成 ,1,9143
阳光晶城,岳麓小区,(岳麓河西人人乐)雷锋大道48号,2011年建成 ,4,9151
湘仪家园中区,岳麓小区,(岳麓河西人人乐)湘仪路114号,2000年建成 ,1,9156
金谷大厦,岳麓小区,(岳麓河西人人乐)桐梓坡西路98号,2009年建成 ,6,9200
麓山名园,岳麓小区,(岳麓金星中路)金星中路187号,2002年建成 ,9,9207
长房西郡,岳麓小区,(岳麓麓谷西)杜鹃路1089号,2010年建成 ,13,9228
诚兴园,岳麓小区,(岳麓河西人人乐)望岳路299号,2010年建成 ,9,9228
望兴景园,岳麓小区,(岳麓汽车西站)西二环1554号,2005年建成 ,9,9259
德润园,岳麓小区,(岳麓观沙岭)银杉路459号,2010年建成 ,18,9295
楚江华庭,岳麓小区,(岳麓麓谷西)夏家湾路91号,2007年建成 ,0,9316
麓山和苑,岳麓小区,(岳麓含浦)象嘴路29号,2013年建成 ,3,9333
远大麓园,岳麓小区,(岳麓麓谷东)麓谷大道636号,2009年建成 ,9,9347
金峰小区南院,岳麓小区,(岳麓市政府)杜鹃路788号,2006年建成 ,4,9350
麓谷e家人,岳麓小区,(岳麓麓谷东)麓枫路59号,2005年建成 ,5,9383
兰卡威国际,岳麓小区,(岳麓银盆岭)银盆南路435号,暂无信息 ,16,9394
嘉明苑,岳麓小区,(岳麓河西步步高)桐梓坡路328号,2002年建成 ,7,9407
润芳园小区,岳麓小区,(岳麓东方红)枫林三路1015号,2010年建成 ,3,9410
滨江一号,岳麓小区,(岳麓观沙岭)观沙岭银杉路,2013年建成 ,0,9426
景芳新寓,岳麓小区,(岳麓市政府)金星北路一段15号,暂无信息 ,0,9432
岳银欣苑,岳麓小区,(岳麓观沙岭)银杉路559号,暂无信息 ,1,9439
玛依拉山庄,岳麓小区,(岳麓河西步步高)金星中路398号,2006年建成 ,13,9446
交警大楼宿舍,岳麓小区,(岳麓溁湾镇)银盆南路2号,2005年建成 ,0,9478
望麓锦园,岳麓小区,(岳麓河西人人乐)咸嘉湖西路298号,2011年建成 ,1,9523
盛世耀凯,岳麓小区,(岳麓河西人人乐)杜鹃路与西二环交汇处西南角（地铁口西800米处）,2014年建成 ,0,9528
卓峰家园,岳麓小区,(岳麓岳麓山北)枫林路与金星大道交汇处,2002年建成 ,1,9530
嘉逸名庭,岳麓小区,(岳麓商学院)望岳南路29号,2006年建成 ,0,9543
嘉兴苑,岳麓小区,(岳麓河西步步高)桐梓坡路328号,2002年建成 ,6,9543
保利麓谷林语I区,岳麓小区,(岳麓麓谷西)桐梓坡西路408号,2013年建成 ,4,9550
盛大泽西城,岳麓小区,(岳麓观沙岭)岳麓大道158号,2006年建成 ,7,9565
嘉旺苑,岳麓小区,(岳麓河西步步高)桐梓坡路328号,2002年建成 ,2,9604
中国农业银行宿舍,岳麓小区,(岳麓溁湾镇)银盆南路70号,暂无信息 ,0,9606
蔷薇国际,岳麓小区,(岳麓含浦)联丰路398号利海●米兰春天,2017年建成 ,1,9607
航空母舰小区,岳麓小区,(岳麓溁湾镇)溁湾路25号,2005年建成 ,2,9629
标志麓谷坐标,岳麓小区,(岳麓麓谷东)岳麓大道218号,2007年建成 ,4,9634
鸣沙苑,岳麓小区,(岳麓观沙岭)岳华路306号,暂无信息 ,2,9663
创远花园,岳麓小区,(岳麓银盆岭)魏家坡巷20号,1998年建成 ,2,9674
天峰名苑,岳麓小区,(岳麓河西步步高)双塘路9号,2006年建成 ,4,9686
建安像素汇,岳麓小区,(岳麓麓谷东)谷园路109号,暂无信息 ,3,9688
云栖谷,岳麓小区,(岳麓含浦)云栖路488号,2014年建成 ,5,9704
望月沁园,岳麓小区,(岳麓溁湾镇)白沙液街92号,2004年建成 ,1,9724
雄海花园,岳麓小区,(岳麓桐梓坡)桐梓坡路123号,2009年建成 ,7,9756
嘉文苑,岳麓小区,(岳麓商学院)桐梓坡路328号,2002年建成 ,6,9786
湘许大厦,岳麓小区,(岳麓银盆岭)集贤路143号,2005年建成 ,1,9791
悦峰园,岳麓小区,(岳麓商学院)桐梓坡路328号,2006年建成 ,6,9793
中房F联邦,岳麓小区,(岳麓枫林三路)麓云路159号,2010年建成 ,14,9801
旭辉御府,岳麓小区,(岳麓梅溪湖北岸)东方红路288号,2014年建成 ,12,9835
中建麓山和苑,岳麓小区,(岳麓含浦)象咀路29号,2011年建成 ,1,9865
联美品格,岳麓小区,(岳麓河西人人乐)杜鹃路812号,2014年建成 ,15,9875
望月湖小区二片区,岳麓小区,(岳麓溁湾镇)月宫街95号,1990年建成 ,1,9878
恒万西溪里,岳麓小区,(岳麓桐梓坡)桐梓坡路271号,2012年建成 ,3,9931
未来城,岳麓小区,"(岳麓河西人人乐)坡西路98号, 桐梓坡西路118号",2008年建成 ,14,9937
湘许嘉园一期,岳麓小区,(岳麓银盆岭)御景路20号,2007年建成 ,1,9943
利海米兰春天,岳麓小区,(岳麓含浦)联丰路398号,2008年建成 ,6,9974
奥克斯广场,岳麓小区,(岳麓银盆岭)岳麓大道57号,2012年建成 ,9,9982
城西公寓,岳麓小区,(岳麓汽车西站)西二环1538号,2007年建成 ,0,9988
枫林美景,岳麓小区,(岳麓观沙岭)杜鹃路76号,2006年建成 ,16,10034
英才园,岳麓小区,(岳麓桐梓坡)咸家湖路68号,1989年建成 ,13,10106
中国电建湘熙水郡一期,岳麓小区,(岳麓洋湖垸)洋湖垸潇湘南路一段508号,2014年建成 ,0,10112
杏林小区,岳麓小区,(岳麓桐梓坡)桐梓坡路183号,2010年建成 ,1,10115
广盛华苑,岳麓小区,(岳麓汽车西站)重阳路156号,2009年建成 ,3,10123
润嘉公园道,岳麓小区,(岳麓岳麓山北)金星南路300号,2014年建成 ,0,10170
翡翠华庭,岳麓小区,(岳麓麓谷东)咸嘉湖西路388号,2010年建成 ,2,10194
西江庭院,岳麓小区,(岳麓滨江新城)银杉路西江庭院,2003年建成 ,2,10237
嘉汇公馆,岳麓小区,(岳麓河西人人乐)桐梓坡西路19号,2014年建成 ,0,10252
嘉和苑,岳麓小区,(岳麓河西步步高)桐梓坡路328号,2004年建成 ,1,10292
省肿瘤医院宿舍,岳麓小区,(岳麓河西步步高)桐梓坡路省肿瘤医院宿舍,1990年建成 ,0,10299
荣盛花语馨苑,岳麓小区,(岳麓麓谷西)岳麓大道与尖山路交汇处西北角（保利明德学校北面）,2014年建成 ,0,10303
前程丽景,岳麓小区,(岳麓汽车西站)咸嘉湖西路179号,2011年建成 ,15,10328
兰亭湾畔,岳麓小区,(岳麓洋湖垸)潇湘大道与南二环交汇处东南角,2013年建成 ,0,10366
江山帝景—凯旋庭,岳麓小区,(岳麓含浦)学士路99号,2016年建成 ,4,10407
湖南财政经济学院教工宿舍,岳麓小区,(岳麓汽车西站)咸嘉湖街道枫林二路139号,暂无信息 ,0,10428
润麓苑,岳麓小区,(岳麓溁湾镇)溁湾横街7号,2003年建成 ,0,10445
金麓大厦,岳麓小区,(岳麓麓谷东)华兰路60号,2003年建成 ,1,10465
望月湖小区九片区,岳麓小区,(岳麓溁湾镇)月宫街61号,1990年建成 ,1,10499
麓山雅苑,岳麓小区,(岳麓溁湾镇)月华街101号,2008年建成 ,1,10533
西岸润泽府,岳麓小区,(岳麓桐梓坡)岳麓大道179号,2009年建成 ,5,10567
麓江春,岳麓小区,(岳麓桐梓坡)岳麓大道89号,2006年建成 ,8,10616
观湖苑,岳麓小区,(岳麓金星中路)咸嘉湖路449号,2011年建成 ,4,10624
金科东方大院一期,岳麓小区,(岳麓麓谷西)雷锋大道501号,2015年建成 ,0,10632
西铁馨寓,岳麓小区,(岳麓麓谷东)麓景路123路,2012年建成 ,1,10635
保利麓谷林语G区,岳麓小区,(岳麓麓谷西)桐梓坡西路408号,2013年建成 ,2,10762
咸嘉西子园,岳麓小区,(岳麓河西步步高)谷丰路416号,2002年建成 ,2,10775
金科东方大院三期,岳麓小区,(岳麓麓谷西)尖山路399号,2015年建成 ,1,10800
麓谷明珠,岳麓小区,(岳麓枫林三路)枫林三路398号,2012年建成 ,21,10813
天骄福邸,岳麓小区,(岳麓观沙岭)杜鹃路99号,2011年建成 ,10,10819
枫林家园,岳麓小区,(岳麓观沙岭)银杉路229号,暂无信息 ,4,10832
湘许嘉园二期,岳麓小区,(岳麓银盆岭)麓源路213号,2007年建成 ,3,10881
湘麓国际,岳麓小区,(岳麓麓谷东)麓枫路61号,2007年建成 ,21,10886
长沙市质量技术监督局住宅小区,岳麓小区,(岳麓河西步步高)双塘路107号,2006年建成 ,0,10887
湘腾琴岛,岳麓小区,(岳麓商学院)谷峰南路301号,2013年建成 ,0,10906
香海西岸东区,岳麓小区,(岳麓滨江新城)银杉路2号,2007年建成 ,7,10918
岳麓区教师村,岳麓小区,(岳麓河西步步高)桐梓坡路421号,2002年建成 ,4,10940
龙王港社区,岳麓小区,(岳麓金星中路)金星中路187号,2009年建成 ,8,10943
可可小城,岳麓小区,(岳麓麓谷西)桐梓坡西路319号,2010年建成 ,1,10943
中海国际社区2期,岳麓小区,(岳麓含浦)云栖路175号,2013年建成 ,0,10956
枫林绿洲,岳麓小区,(岳麓观沙岭)银杉路309号,2006年建成 ,6,11059
金色山庄,岳麓小区,(岳麓桐梓坡)银双路66号,2005年建成 ,9,11069
枫树园,岳麓小区,(岳麓桐梓坡)铜盆湖路9号,2006年建成 ,4,11083
中海国际社区1期,岳麓小区,(岳麓含浦)云栖路175号,2013年建成 ,3,11113
湘腾城市广场,岳麓小区,(岳麓河西步步高)金星中路438号,2011年建成 ,11,11124
观湖公寓,岳麓小区,(岳麓金星中路)咸嘉湖路690号,2012年建成 ,12,11131
格林星城,岳麓小区,(岳麓金星中路)金星中路199号,2007年建成 ,10,11136
溁湾桥,岳麓小区,(岳麓溁湾镇)白沙液街287号,1998年建成 ,0,11168
德润园商业街,岳麓小区,(岳麓观沙岭)银杉路459号,暂无信息 ,1,11177
科教新村,岳麓小区,(岳麓河西大学城)阜埠河路218号,暂无信息 ,2,11187
