name,pro,address,year,taoshu,price
荷花苑,芙蓉小区,(芙蓉德政园)荷花路66号,2007年建成 ,3,8728
东方芙蓉,芙蓉小区,(芙蓉马王堆)远大一路586号,2012年建成 ,0,8732
怡荷园,芙蓉小区,(芙蓉德政园)恒达路134号,2000年建成 ,3,8740
人民新村社区,芙蓉小区,(芙蓉火车站)人民中路357号,1992年建成 ,5,8779
德政园润心苑,芙蓉小区,(芙蓉德政园)恒达路51号,2001年建成 ,8,8781
西南明苑,芙蓉小区,(芙蓉晚报)湖心巷21号,2008年建成 ,0,8792
嘉盛逸林园,芙蓉小区,(芙蓉马王堆)万家丽北路三段499号,2005年建成 ,2,8832
德政园明心苑,芙蓉小区,(芙蓉德政园)马王堆中路234号,2001年建成 ,4,8927
朝阳丽园,芙蓉小区,(芙蓉火车站)朝阳路68号,暂无信息 ,5,8973
鑫邮小区,芙蓉小区,(芙蓉马王堆)嘉雨路79号,2001年建成 ,2,8981
保利苑,芙蓉小区,(芙蓉德政园)恒达路2号,暂无信息 ,0,9007
都市E站,芙蓉小区,(芙蓉火车站)朝阳路55号,暂无信息 ,0,9008
鑫湘佳园,芙蓉小区,(芙蓉马王堆)远大路802号,暂无信息 ,1,9022
新世纪家园,芙蓉小区,(芙蓉芙蓉区政府)高岭街73号,2001年建成 ,6,9066
都市晨光,芙蓉小区,(芙蓉马王堆)远大路253号,2005年建成 ,1,9095
德政园醉心苑,芙蓉小区,(芙蓉德政园)马王堆中路236号,2001年建成 ,3,9174
锦华时代,芙蓉小区,(芙蓉晚报)八一路38号,暂无信息 ,1,9194
国储电脑城,芙蓉小区,(芙蓉火车站)车站中路193号,暂无信息 ,10,9284
朝阳一村,芙蓉小区,(芙蓉火车站)车站路8号,暂无信息 ,3,9347
芙蓉区机关宿舍,芙蓉小区,(芙蓉德政园)马王堆中路168号,暂无信息 ,1,9379
振湘园小区,芙蓉小区,(芙蓉德政园)马王堆中路111号,2000年建成 ,3,9396
鸿运凯旋国际,芙蓉小区,(芙蓉火车站)车站中路21号,暂无信息 ,6,9408
阳光走廊,芙蓉小区,(芙蓉德政园)马王堆中路248号,2002年建成 ,3,9438
新桥小区,芙蓉小区,(芙蓉马王堆)古曲北路92号,2007年建成 ,1,9485
东方银座,芙蓉小区,(芙蓉马王堆)远大路226号,2005年建成 ,6,9512
三和家园,芙蓉小区,(芙蓉尚东)古曲中路888号,1991年建成 ,2,9527
德政园畅心苑,芙蓉小区,(芙蓉德政园)万家丽中路112号,1999年建成 ,4,9556
华海3C广场,芙蓉小区,(芙蓉火车站)解放东路89号,暂无信息 ,10,9569
芙蓉区教师村,芙蓉小区,(芙蓉德政园)恒达路166号,暂无信息 ,1,9602
东南明苑,芙蓉小区,(芙蓉晚报)晚报西街13号,2007年建成 ,1,9636
中房瑞致国际,芙蓉小区,(芙蓉汽车东站)人民东路与望龙路交汇处西南角（红旗路口公交站附近）,2011年建成 ,0,9666
国杰大厦,芙蓉小区,"(芙蓉马王堆)远大一路755号, 远大一路767号",暂无信息 ,2,9760
山水华景,芙蓉小区,(芙蓉马王堆)远大一路847号,2008年建成 ,1,9782
铁通住宅小区,芙蓉小区,(芙蓉马王堆)荷花路25号,暂无信息 ,0,9795
锦泰家园,芙蓉小区,(芙蓉火车站)东二环一段1061号,暂无信息 ,1,9899
东门壹号,芙蓉小区,(芙蓉马王堆)万家丽北路三段459号,2009年建成 ,2,9998
浏阳河畔北苑,芙蓉小区,(芙蓉马王堆)万家丽北路439号三段,2006年建成 ,5,10038
天佑大厦,芙蓉小区,"(芙蓉晚报)八一路10号, 八一路12号",暂无信息 ,3,10081
浏阳河畔南苑,芙蓉小区,(芙蓉马王堆)万家丽北路439号,2006年建成 ,0,10100
建安新商汇,芙蓉小区,(芙蓉马王堆)远大路与万家丽路交汇东南角,暂无信息 ,0,10105
荷晏住宅小区,芙蓉小区,(芙蓉德政园)恒业巷24号,暂无信息 ,1,10113
东来苑,芙蓉小区,(芙蓉晚报)王家湖路56号,2010年建成 ,0,10170
滨湖嘉园,芙蓉小区,(芙蓉晚报)车站北路246号,2005年建成 ,0,10182
万象凯旋湾,芙蓉小区,(芙蓉晚报)滩头坪路288号,2012年建成 ,2,10189
恒大金都,芙蓉小区,(芙蓉马王堆)芙蓉远大路970号（远大路与浏阳河交汇处西南角）,2013年建成 ,1,10234
金色华庭,芙蓉小区,(芙蓉火车站)朝阳路311号,2005年建成 ,3,10260
上东印象,芙蓉小区,(芙蓉晚报)晚报大道228号,2005年建成 ,11,10278
运通馨苑,芙蓉小区,(芙蓉晚报)紫薇路416号,2005年建成 ,2,10278
先锋东外滩,芙蓉小区,(芙蓉马王堆)晚报大道548号,2011年建成 ,16,10301
长铁向韶村,芙蓉小区,(芙蓉火车站)曙光北路5号,1989年建成 ,7,10324
东方新城,芙蓉小区,(芙蓉德政园)万家丽中路一段112号,2001年建成 ,12,10327
旭日东升,芙蓉小区,(芙蓉马王堆)嘉雨路427号,2007年建成 ,2,10343
惠泽园,芙蓉小区,(芙蓉马王堆)马王堆中路133号,暂无信息 ,3,10352
方舟大厦,芙蓉小区,(芙蓉德政园)杨家山人民东路德政街11号,2006年建成 ,2,10423
芙蓉公寓,芙蓉小区,(芙蓉马王堆)荷花路,暂无信息 ,4,10582
宝庆金都,芙蓉小区,(芙蓉火车站)东二环1段927号,暂无信息 ,2,10628
东岸锦城A区,芙蓉小区,(芙蓉汽车东站)远大路张公岭长星路165号,2008年建成 ,2,10678
银港水晶城,芙蓉小区,(芙蓉马王堆)嘉雨路21号,2006年建成 ,13,10711
长铁高层,芙蓉小区,(芙蓉火车站)解放东路向韶街2号,1991年建成 ,1,10727
凯通公馆,芙蓉小区,(芙蓉火车站)车站中路159号,2014年建成 ,0,10782
三角花园星城,芙蓉小区,(芙蓉松桂园)中山路237号,2006年建成 ,1,10810
银力家园,芙蓉小区,(芙蓉马王堆)万家丽中路220号,暂无信息 ,2,10840
乔庄巷社区,芙蓉小区,(芙蓉浏城桥)解放中路82号,1991年建成 ,0,10845
菲莎公馆,芙蓉小区,(芙蓉马王堆)浏阳河大道一段588号（审计厅旁）,2015年建成 ,0,10857
辉煌国际城,芙蓉小区,(芙蓉汽车东站)远大路1159号,2015年建成 ,0,10958
芙蓉苑乙区,芙蓉小区,(芙蓉晚报)火炬中路362号,2006年建成 ,2,10991
曼哈顿新贵,芙蓉小区,(芙蓉松桂园)建湘路479号,暂无信息 ,4,11053
宽寓,芙蓉小区,(芙蓉芙蓉区政府)万家丽中路1段166号,2013年建成 ,1,11135
